experiment type,id,input_text,connective,true_label,true_label_text,predicted_label,predicted_label_text,is_correct,前件,接続表現,後件
exclude_iru_aru_oku,15_wikipedia_Sendai_City,当地は、畿内に端を発する山道（後に東山道に再編）と海道（後に東海道に再編）とが合一する唯一の地で、その合一した街道は後年、奥大道や東街道と名称を変えながらも同断層帯およびそれに続く高舘丘陵の東縁に沿って南北に通る重要な道として存在し続けた。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,当地は、畿内に端を発する山道（後に東山道に再編）と海道（後に東海道に再編）とが合一する唯一の地であり、その合一した街道は後年、奥大道や東街道と名称を変え,ながら,も同断層帯およびそれに続く高舘丘陵の東縁に沿って南北に通る重要な道として存在し続けた。
exclude_iru_aru_oku,758_aozora_Miyazawa-1934,「おれそれであ、あの木の上がら落とすがらな。」と一郎は言いながら崖の中ごろから出てさいかちの木へするするのぼって行きました。,ながら,1,同時進行,1,同時進行,True,「おれそれであ、あの木の上がら落とすがらな。」と一郎は言い,ながら,崖の中ごろから出ているさいかちの木へするするのぼって行きました。
exclude_iru_aru_oku,205_aozora_Edogawa-1929,頂上には、十人余りの見物が一かたまりになっておっかな相な顔をして、ボソボソ小声で囁きながら、品川の海の方を眺めてましたが、兄はと見ると、それとは離れた場所に、一人ぼっちで、遠眼鏡を目に当てて、しきりと浅草の境内を眺め廻してました。,ながら,1,同時進行,1,同時進行,True,頂上には、十人余りの見物が一かたまりになっておっかな相な顔をして、ボソボソ小声で囁き,ながら,、品川の海の方を眺めて居りましたが、兄はと見ると、それとは離れた場所に、一人ぼっちで、遠眼鏡を目に当てて、しきりと浅草の境内を眺め廻して居りました。
exclude_iru_aru_oku,51_fiction_kemonofriends2_R2,キュルルは今更ながら思い出すのだった。,ながら,4,その他,4,その他,True,キュルルは今更,ながら,思い出すのだった。
exclude_iru_aru_oku,785_textbook_purple_intermediate;page_237,時々、後ろを振り返りながら、歩いた。,ながら,1,同時進行,1,同時進行,True,時々、後ろを振り返り,ながら,、歩いた。
exclude_iru_aru_oku,23_essay_tosanikki_20180707,もし探査ロボットに心がば、青く美しく輝く地球を眺めながら何を考えるでしょうか。,ながら,1,同時進行,1,同時進行,True,もし探査ロボットに心があれば、青く美しく輝く地球を眺め,ながら,何を考えるでしょうか。
exclude_iru_aru_oku,205_aozora_Kobayashi-1929,艦長をのせてしまって、一人がタラップのおどり場からロープを外しながら、ちらっと艦長の方を見て、低い声で云った。,ながら,1,同時進行,1,同時進行,True,艦長をのせてしまって、一人がタラップのおどり場からロープを外し,ながら,、ちらっと艦長の方を見て、低い声で云った。
exclude_iru_aru_oku,312_aozora_Hori-1969,……その車が又埃を上げながら立ち去った後も、私たちは二人ともパラソルでその埃を避けながら、何時までも黙って草の中に立ってた。,ながら,1,同時進行,1,同時進行,True,……その車が又埃を上げながら立ち去った後も、私たちは二人ともパラソルでその埃を避け,ながら,、何時までも黙って草の中に立っていた。
exclude_iru_aru_oku,54_news_KAHOKU_82;K201402060A0T10XX00001,多賀城市は、市域の３分の１が津波で浸水しながらも現地再建を決断した。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,多賀城市は、市域の３分の１が津波で浸水し,ながら,も現地再建を決断した。
exclude_iru_aru_oku,873_textbook_kisonihongo;page_159,働きながらの勉学は困難を極めた。,ながら,1,同時進行,0,逆接・譲歩,False,働き,ながら,の勉学は困難を極めた。
exclude_iru_aru_oku,89_news_KAHOKU_34;K201404110A0T30XX00001,窓の外を白いものがうねりながら、通り過ぎました。,ながら,1,同時進行,1,同時進行,True,窓の外を白いものがうねり,ながら,、通り過ぎました。
exclude_iru_aru_oku,22_essay_tosanikki_20191102,ピーブルズ氏の受賞の報を聞きながら、ふとそんなことを考えたのでした。,ながら,1,同時進行,1,同時進行,True,ピーブルズ氏の受賞の報を聞き,ながら,、ふとそんなことを考えたのでした。
exclude_iru_aru_oku,252_aozora_Oda-1976-3,なぜつけた――と、北山は昂奮に吃りながら、狂暴な力でカラ子の肩を掴んでた。,ながら,1,同時進行,1,同時進行,True,なぜつけた――と、北山は昂奮に吃り,ながら,、狂暴な力でカラ子の肩を掴んでいた。
exclude_iru_aru_oku,310_essay_Hepburn_no_shoogai_to_nihongo2,ミッションスクールを作り、孤児院や養老院のような社会活動に心血を注ぎ、活躍する者たちを頼もしく眺めながら、ヘボンは体の故障に悲鳴をあげてた。,ながら,0,逆接・譲歩,1,同時進行,False,ミッションスクールを作り、孤児院や養老院のような社会活動に心血を注ぎ、活躍する者たちを頼もしく眺め,ながら,、ヘボンは体の故障に悲鳴をあげていた。
exclude_iru_aru_oku,545_whitepaper_H26_kodomowakamono2,第1回の懇談会には，安倍総理大臣が出席し，壁にぶつかった経験が若者などをしっかり生かしていく，全員が参加することによって日本は活力を取り戻していくことができること，「再チャレンジ懇談会」での意見を踏まえながら関連施策の推進に努めていきたい旨の発言がなされた。,ながら,1,同時進行,1,同時進行,True,第1回の懇談会には，安倍総理大臣が出席し，壁にぶつかった経験がある若者などをしっかり生かしていく，全員が参加することによって日本は活力を取り戻していくことができること，「再チャレンジ懇談会」での意見を踏まえ,ながら,関連施策の推進に努めていきたい旨の発言がなされた。
exclude_iru_aru_oku,309_aozora_Hori-1969,その間私は何か切ないような夢を見ながら、それから醒めたいのだが、いつまでもそれが続いてて醒められないような気さえしてた。,ながら,1,同時進行,1,同時進行,True,その間私は何か切ないような夢を見,ながら,、それから醒めたいのだが、いつまでもそれが続いていて醒められないような気さえしていた。
exclude_iru_aru_oku,382_fiction_sakurasakuanobashode,修一はその声を聞きながら部屋を出た。,ながら,1,同時進行,1,同時進行,True,修一はその声を聞き,ながら,部屋を出た。
exclude_iru_aru_oku,834_aozora_Umezaki-1966,香のにおいを強く感じながら眼をつむって手を合せた。,ながら,1,同時進行,1,同時進行,True,香のにおいを強く感じ,ながら,眼をつむって手を合せた。
exclude_iru_aru_oku,549_aozora_Hori-1969,心と心とはいつか自分自分の奥深くに引込ませてしまいながら……,ながら,4,その他,4,その他,True,心と心とはいつか自分自分の奥深くに引込ませてしまい,ながら,……
exclude_iru_aru_oku,100_aozora_Mori-1912,主人はどっしりした体で、胡坐を掻いて、ちびりちびり酒を飲みながら、小川の表情を、睫毛の動くのをも見遁がさないように見て。,ながら,1,同時進行,1,同時進行,True,主人はどっしりした体で、胡坐を掻いて、ちびりちびり酒を飲み,ながら,、小川の表情を、睫毛の動くのをも見遁がさないように見ている。
exclude_iru_aru_oku,6_essay_manabi28_Kijima2004summer,私たちの身近にながらあまり研究されてない動物なのです。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,私たちの身近にあり,ながら,あまり研究されていない動物なのです。
exclude_iru_aru_oku,551_aozora_Umezaki-1966,ふらふら立ちながら、雨戸をあけ放った。,ながら,1,同時進行,1,同時進行,True,ふらふら立ち,ながら,、雨戸をあけ放った。
exclude_iru_aru_oku,127_fiction_mirai_e_no_okurimono,書架をぐるっと見渡しながら、カフェコーナーに立ち寄った。,ながら,1,同時進行,1,同時進行,True,書架をぐるっと見渡し,ながら,、カフェコーナーに立ち寄った。
exclude_iru_aru_oku,860_whitepaper_H27_akita_kankyo1,なお、一般廃棄物の保管や収集運搬、処分に係る行政処分は市町村の権限となってますが、県でも協力・連携しながら適正処理の確保に努めてます。,ながら,1,同時進行,1,同時進行,True,なお、一般廃棄物の保管や収集運搬、処分に係る行政処分は市町村の権限となっていますが、県でも協力・連携し,ながら,適正処理の確保に努めています。
exclude_iru_aru_oku,11_aozora_Hitomi-1929,しかし原稿の出来上って行くにつれてもうわたしはさっきまでのような元気も、若々しさもなくなってグラウンドのトラックを疾走しながら世界記録を破るなんてことの出来ない人間になるのみではなかろうか、外国の競技場で邦人の歓呼をうけることももう出来なくなるんだと競技場に活躍する自分の姿を自分の目に浮かばせるのでた。,ながら,1,同時進行,1,同時進行,True,しかし原稿の出来上って行くにつれてもうわたしはさっきまでのような元気も、若々しさもなくなってグラウンドのトラックを疾走し,ながら,世界記録を破るなんてことの出来ない人間になるのみではなかろうか、外国の競技場で邦人の歓呼をうけることももう出来なくなるんだと競技場に活躍する自分の姿を自分の目に浮かばせるのであった。
exclude_iru_aru_oku,599_aozora_Hori-1969,ただそのときの丸木の腰かけだけが半ば毀れながらまだ元の場所に残ってた。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,ただそのときの丸木の腰かけだけが半ば毀れ,ながら,まだ元の場所に残っていた。
exclude_iru_aru_oku,148_whitepaper_H28_kotsuanzen1,地域の協力を得ながら，通学路，生活道路，市街地の幹線道路等において，歩道を整備するなど，「人」の視点に立った交通安全対策を推進した。,ながら,1,同時進行,1,同時進行,True,地域の協力を得,ながら,，通学路，生活道路，市街地の幹線道路等において，歩道を整備するなど，「人」の視点に立った交通安全対策を推進した。
exclude_iru_aru_oku,6_news_KAHOKU_303;K201401010W5XP4XX00001,東北に拠点をながら、全国的に活躍する３人の文化人、アーティストに、故郷への熱い思いや、その魅力を語ってもらった。,ながら,0,逆接・譲歩,1,同時進行,False,東北に拠点を置き,ながら,、全国的に活躍する３人の文化人、アーティストに、故郷への熱い思いや、その魅力を語ってもらった。
exclude_iru_aru_oku,1029_aozora_Harada-1960,妹が慣れた手つきでベッドのふとんや枕を高く飛ばしながら寝具の用意を整えるのが見えた。,ながら,1,同時進行,1,同時進行,True,妹が慣れた手つきでベッドのふとんや枕を高く飛ばし,ながら,寝具の用意を整えるのが見えた。
exclude_iru_aru_oku,591_bible_ot;b.NUM.16.30,しかし、主が新しい事をされ、地が口を開いて、これらの人々と、それに属する者とを、ことごとくのみつくして、生きながら陰府に下らせられるならば、あなたがたはこれらの人々が、主を侮ったのでことを知らなければならない」。,ながら,0,逆接・譲歩,1,同時進行,False,しかし、主が新しい事をされ、地が口を開いて、これらの人々と、それに属する者とを、ことごとくのみつくして、生き,ながら,陰府に下らせられるならば、あなたがたはこれらの人々が、主を侮ったのであることを知らなければならない」。
exclude_iru_aru_oku,694_aozora_Andersen-1967-2,それでも、お姫さまは、ほほえみを浮べながら、踊りつづけるのでした。,ながら,1,同時進行,1,同時進行,True,それでも、お姫さまは、ほほえみを浮べ,ながら,、踊りつづけるのでした。
exclude_iru_aru_oku,301_aozora_Doyle-1892,学がながら運命の手に翻弄されてきた男、という印象を全体から感じる。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,学があり,ながら,運命の手に翻弄されてきた男、という印象を全体から感じる。
exclude_iru_aru_oku,476_fiction_munashisanoshotai,1人で帰りながらそのことに気づいてしまった。,ながら,1,同時進行,1,同時進行,True,1人で帰り,ながら,そのことに気づいてしまった。
exclude_iru_aru_oku,375_aozora_Miyazawa-1934,悦治がそれをくぐろうとしますと、嘉助が、「おらこったなものはずせだぞ。」と言いながら片っぽうのはじをぬいて下におろしましたのでみんなはそれをはね越えて中にはいりました。,ながら,1,同時進行,1,同時進行,True,悦治がそれをくぐろうとしますと、嘉助が、「おらこったなものはずせだぞ。」と言い,ながら,片っぽうのはじをぬいて下におろしましたのでみんなはそれをはね越えて中にはいりました。
exclude_iru_aru_oku,117_aozora_Miyamoto-1925,五十銭で買ってもらった釣竿を持ち、小さいなつめ形の顔の上に途方もなく大きい海水帽をかぶり――その鍔をフワフワ風に煽らせながら、勇壮に釣に出かける。,ながら,1,同時進行,1,同時進行,True,五十銭で買ってもらった釣竿を持ち、小さいなつめ形の顔の上に途方もなく大きい海水帽をかぶり――その鍔をフワフワ風に煽らせ,ながら,、勇壮に釣に出かける。
exclude_iru_aru_oku,15_essay_crossover28_Ihara2016,地球中心説では当然ながら惑星の横転周期という概念はませんが、コペルニクスの理論では会合周期の観測によって太陽と地球の距離を1として、各惑星軌道半径が求められることになりました。,ながら,4,その他,4,その他,True,地球中心説では当然,ながら,惑星の横転周期という概念はありませんが、コペルニクスの理論では会合周期の観測によって太陽と地球の距離を1として、各惑星軌道半径が求められることになりました。
exclude_iru_aru_oku,200_whitepaper_R1_gaiko_12,欧米で日本マンガやアニメ文化がまだ殆ど認識されてない当時、手塚先生はマンガの右開き形式や言葉の「壁」に触れながらも、アニメこそが「国際性に富んで素晴らしい親善大使」だと主張し、アニメで日本マンガの体質になじんだ人々は、マンガもきっと見るようになる、と考えてました。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,欧米で日本マンガやアニメ文化がまだ殆ど認識されていない当時、手塚先生はマンガの右開き形式や言葉の「壁」に触れ,ながら,も、アニメこそが「国際性に富んでいる素晴らしい親善大使」だと主張し、アニメで日本マンガの体質になじんだ人々は、マンガもきっと見るようになる、と考えていました。
exclude_iru_aru_oku,188_aozora_Kobayashi-1929,「一寸云って」監督が土方の棒頭のように頑丈な身体で、片足を寝床の仕切りの上にかけて、楊子で口をモグモグさせながら、時々歯にはさまったものを、トットッと飛ばして、口を切った。,ながら,1,同時進行,1,同時進行,True,「一寸云って置く」監督が土方の棒頭のように頑丈な身体で、片足を寝床の仕切りの上にかけて、楊子で口をモグモグさせ,ながら,、時々歯にはさまったものを、トットッと飛ばして、口を切った。
exclude_iru_aru_oku,218_aozora_Hayashida-2015,「ええ、そうです」と微笑みながら答えた。,ながら,1,同時進行,1,同時進行,True,「ええ、そうです」と微笑み,ながら,答えた。
exclude_iru_aru_oku,34_aozora_Togawa-1937-3,和尚は御経を読みながら、そこにただ独り坐ってた。,ながら,1,同時進行,1,同時進行,True,和尚は御経を読み,ながら,、そこにただ独り坐っていた。
exclude_iru_aru_oku,166_bible_nt;b.JOH.3.10,「あなたはイスラエルの教師でながら、これぐらいのことがわからないのか。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,「あなたはイスラエルの教師であり,ながら,、これぐらいのことがわからないのか。
exclude_iru_aru_oku,14_aozora_Miyazawa-1924,はじめの紳士は、すこし顔いろを悪くして、じっと、もひとりの紳士の、顔つきを見ながら云いました。,ながら,1,同時進行,1,同時進行,True,はじめの紳士は、すこし顔いろを悪くして、じっと、もひとりの紳士の、顔つきを見,ながら,云いました。
exclude_iru_aru_oku,1074_aozora_Harada-1960,妹は泣きながらはげしく手を振った。,ながら,1,同時進行,1,同時進行,True,妹は泣き,ながら,はげしく手を振った。
exclude_iru_aru_oku,3_fiction_mirai_e_no_okurimono,21世紀に発明されたAIが第5世代に入り、人は生まれながらにして脳にチップを埋められた。,ながら,4,その他,4,その他,True,21世紀に発明されたAIが第5世代に入り、人は生まれ,ながら,にして脳にチップを埋められた。
exclude_iru_aru_oku,22_aozora_Kunieda-1925,おりから一人の老人がひしと胸の辺を抱きながら追われたように走って来た。,ながら,1,同時進行,1,同時進行,True,おりから一人の老人がひしと胸の辺を抱き,ながら,追われたように走って来た。
exclude_iru_aru_oku,20_aozora_Hori-1969,それがどんなものか分らないながら、どうやらそれらしいと感ぜられるものが。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,それがどんなものか分らない,ながら,、どうやらそれらしいと感ぜられるものがある。
exclude_iru_aru_oku,501_aozora_Hori-1969,私は思わず生き生きした微笑をしながら黙ってた。,ながら,1,同時進行,1,同時進行,True,私は思わず生き生きした微笑をし,ながら,黙っていた。
exclude_iru_aru_oku,315_whitepaper_R1_gaiko_9,このような状況の下、核軍縮を進めていくためには、核兵器国の協力を得ながら現実的かつ実践的な取組を粘り強く進めていく必要が。,ながら,1,同時進行,1,同時進行,True,このような状況の下、核軍縮を進めていくためには、核兵器国の協力を得,ながら,現実的かつ実践的な取組を粘り強く進めていく必要がある。
exclude_iru_aru_oku,124_aozora_Akutagawa-1922,彼は左に海を感じながら、急な坂路（さかみち）を駈（か）け登った。,ながら,1,同時進行,1,同時進行,True,彼は左に海を感じ,ながら,、急な坂路（さかみち）を駈（か）け登った。
exclude_iru_aru_oku,66_whitepaper_H20_kokuminseikatsu2,幸福度に関する分析によって、統計学的に、ストレスがない人は人より幸福でということが分かったが、現代社会はストレス社会とも言われるように、多くの人がストレスにさらされながら生活を送って。,ながら,1,同時進行,1,同時進行,True,幸福度に関する分析によって、統計学的に、ストレスがない人はある人より幸福であるということが分かったが、現代社会はストレス社会とも言われるように、多くの人がストレスにさらされ,ながら,生活を送っている。
exclude_iru_aru_oku,319_fiction_sakurasakuanobashode,朝御飯が終わり、かたづけを手伝いながら修一は言った。,ながら,1,同時進行,1,同時進行,True,朝御飯が終わり、かたづけを手伝い,ながら,修一は言った。
exclude_iru_aru_oku,256_aozora_Miyazawa-1934,するとかよは立って来て、「兄な、兄なの木ペンはきのう小屋でなくしてしまったけなあ。よこせったら。」と言いながら一生けん命とり返そうとしましたが、どうしてももう佐太郎は机にくっついた大きな蟹の化石みたいになってので、とうとうかよは立ったまま口を大きくまげて泣きだしそうになりました。,ながら,1,同時進行,1,同時進行,True,するとかよは立って来て、「兄な、兄なの木ペンはきのう小屋でなくしてしまったけなあ。よこせったら。」と言い,ながら,一生けん命とり返そうとしましたが、どうしてももう佐太郎は机にくっついた大きな蟹の化石みたいになっているので、とうとうかよは立ったまま口を大きくまげて泣きだしそうになりました。
exclude_iru_aru_oku,236_aozora_Akutagawa-1921,遠藤は殆ど気違いのように、妙子の名前を呼びかけながら、全身の力を肩に集めて、何度も入口の戸へぶつかりました。,ながら,1,同時進行,1,同時進行,True,遠藤は殆ど気違いのように、妙子の名前を呼びかけ,ながら,、全身の力を肩に集めて、何度も入口の戸へぶつかりました。
exclude_iru_aru_oku,21_essay_tosanikki_20180804,その間、何度も地球に接近し、ニアミスを繰り返しながら、長い旅路の果てについに地球（南極大陸）にたどり着いたのです。,ながら,0,逆接・譲歩,1,同時進行,False,その間、何度も地球に接近し、ニアミスを繰り返し,ながら,、長い旅路の果てについに地球（南極大陸）にたどり着いたのです。
exclude_iru_aru_oku,70_aozora_Dazai-1-1940,家の西北の隅に、異様に醜怪の、不浄のものが、とぐろを巻いてひそんでようで、机に向って仕事をしてながらも、どうも、潔白の精進が、できないような不安な、うしろ髪ひかれる思いで、やりきれないので。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,家の西北の隅に、異様に醜怪の、不浄のものが、とぐろを巻いてひそんで在るようで、机に向って仕事をしてい,ながら,も、どうも、潔白の精進が、できないような不安な、うしろ髪ひかれる思いで、やりきれないのである。
exclude_iru_aru_oku,237_fiction_mirai_e_no_okurimono,――途中、走りながらモバイルフォンを素早く鞄から取り出した。,ながら,1,同時進行,1,同時進行,True,――途中、走り,ながら,モバイルフォンを素早く鞄から取り出した。
exclude_iru_aru_oku,426_aozora_Oda-1976-3,眼の中のコロコロとした痛みを我慢しながら、一方で女の手の触感をたのしむなんて、思えばわれながら噴き出したくなるようなものだったが、もともと気のすすまぬ旅行だ、それぐらいはしてもいいだろうと、春隆は思ったので。,ながら,1,同時進行,1,同時進行,True,眼の中のコロコロとした痛みを我慢し,ながら,、一方で女の手の触感をたのしむなんて、思えばわれながら噴き出したくなるようなものだったが、もともと気のすすまぬ旅行だ、それぐらいはしてもいいだろうと、春隆は思ったのである。
exclude_iru_aru_oku,352_aozora_Sakaguchi-1947,リヤカーは路地の角々にぶつかりながら立去った。,ながら,1,同時進行,1,同時進行,True,リヤカーは路地の角々にぶつかり,ながら,立去った。
exclude_iru_aru_oku,45_aozora_Perrault-1950,いけないというものは、とかく見たいのが、人間のくせですから、そのうちいよいよ、がまんがしきれなくなってくると、この奥（）がたは、もうお客にたいして、失礼（しつれい）のなんのということを、おもってはられなくなって、ひとりそっと裏（うら）ばしごをおりて、二ども三ども、首の骨がたかとおもうほど、はげしく、柱や梁（はり）にぶつかりながら、むちゅうでかけ出して行きました。,ながら,1,同時進行,1,同時進行,True,いけないというものは、とかく見たいのが、人間のくせですから、そのうちいよいよ、がまんがしきれなくなってくると、この奥（おく）がたは、もうお客にたいして、失礼（しつれい）のなんのということを、おもってはいられなくなって、ひとりそっと裏（うら）ばしごをおりて、二ども三ども、首の骨がおれたかとおもうほど、はげしく、柱や梁（はり）にぶつかり,ながら,、むちゅうでかけ出して行きました。
exclude_iru_aru_oku,88_aozora_Joyce-1914,というのもいつものことながら一週間分のタバコのしみがついて黒くなった赤いハンカチで落ちた粒を払いのけようとしてもまったく効果がなかったからだ。,ながら,4,その他,4,その他,True,というのもいつものこと,ながら,一週間分のタバコのしみがついて黒くなった赤いハンカチで落ちた粒を払いのけようとしてもまったく効果がなかったからだ。
exclude_iru_aru_oku,102_aozora_Hori-1969,そう云われながら、絶えずその暗くなった空を気になさってた。,ながら,0,逆接・譲歩,1,同時進行,False,そう云われ,ながら,、絶えずその暗くなった空を気になさっていた。
exclude_iru_aru_oku,1225_aozora_Harada-1960,三人は座席にゆっくりともたれながら、未来の見込みをあれこれと相談し合った。,ながら,1,同時進行,1,同時進行,True,三人は座席にゆっくりともたれ,ながら,、未来の見込みをあれこれと相談し合った。
exclude_iru_aru_oku,576_aozora_Hori-1969,――それよりか、お前の顔を見てから、こちらが自分をすっかり無くして、なんの心用意もせずにお前に立ち向いながら、その場で自分に浮んでくることをそのまま云った方がお前の心を動かすことが云えるのではないかと考えた。,ながら,1,同時進行,1,同時進行,True,――それよりか、お前の顔を見てから、こちらが自分をすっかり無くして、なんの心用意もせずにお前に立ち向い,ながら,、その場で自分に浮んでくることをそのまま云った方がお前の心を動かすことが云えるのではないかと考えた。
exclude_iru_aru_oku,142_aozora_Yamakawa-1962-1,彼は、胸に湧きあがるものを、けんめいに冷静におさえつけながら思った。,ながら,1,同時進行,1,同時進行,True,彼は、胸に湧きあがるものを、けんめいに冷静におさえつけ,ながら,思った。
exclude_iru_aru_oku,499_bible_ot;b.NUM.14.23,わたしの栄光と、わたしがエジプトと荒野で行ったしるしを見ながら、このように十度もわたしを試みて、わたしの声に聞きしたがわなかった人々はひとりも、わたしがかつて彼らの先祖たちに与えると誓った地を見ないで。,ながら,0,逆接・譲歩,1,同時進行,False,わたしの栄光と、わたしがエジプトと荒野で行ったしるしを見,ながら,、このように十度もわたしを試みて、わたしの声に聞きしたがわなかった人々はひとりも、わたしがかつて彼らの先祖たちに与えると誓った地を見ないであろう。
exclude_iru_aru_oku,130_aozora_Oda-1976-2,女と関係しながら、恋だけはもっと素晴しい女とするんだと夢を抱いて来たのだ。,ながら,0,逆接・譲歩,1,同時進行,False,女と関係し,ながら,、恋だけはもっと素晴しい女とするんだと夢を抱いて来たのだ。
exclude_iru_aru_oku,386_aozora_Hori-1969,私の好んで行った山よりの落葉松林は、ときおり林の切れ目から薄赤い穂を出した芒の向うに浅間の鮮やかな山肌をのぞかせながら、何処までも真直に続いてた。,ながら,1,同時進行,1,同時進行,True,私の好んで行った山よりの落葉松林は、ときおり林の切れ目から薄赤い穂を出した芒の向うに浅間の鮮やかな山肌をのぞかせ,ながら,、何処までも真直に続いていた。
exclude_iru_aru_oku,204_aozora_Doyle-1905,レストレイドは、この注目すべき解説を聞きながら、2、3度、眉を釣りあげたが、ここでようやく口を開いた。,ながら,0,逆接・譲歩,1,同時進行,False,レストレイドは、この注目すべき解説を聞き,ながら,、2、3度、眉を釣りあげたが、ここでようやく口を開いた。
exclude_iru_aru_oku,568_aozora_Umezaki-1966,私は不味い莨をふかしながら、煙が空気の中に消えて行くのをじっと見てた。,ながら,1,同時進行,1,同時進行,True,私は不味い莨をふかし,ながら,、煙が空気の中に消えて行くのをじっと見ていた。
exclude_iru_aru_oku,652_whitepaper_shohi4_2018,また、消費者庁において推進会議の意見を聴きながら、関係府省庁と連携しつつ、高校生向け消費者教育教材「社会への扉」を2017年３月までに作成し、４月以降に配布を開始しました。,ながら,1,同時進行,1,同時進行,True,また、消費者庁において推進会議の意見を聴き,ながら,、関係府省庁と連携しつつ、高校生向け消費者教育教材「社会への扉」を2017年３月までに作成し、４月以降に配布を開始しました。
exclude_iru_aru_oku,16_aozora_Chiri-1955-7,北見の美幌では、この“きのこ”を見つけると、熊を取った時のように、男は「フォー、フォー」と高らかにときの声をあげながらその廻りを踏舞し、女は「オノンノ、オノンノ」と歌いながら踊ったということでます。,ながら,1,同時進行,1,同時進行,True,北見の美幌では、この“きのこ”を見つけると、熊を取った時のように、男は「フォー、フォー」と高らかにときの声をあげ,ながら,その廻りを踏舞し、女は「オノンノ、オノンノ」と歌いながら踊ったということであります。
exclude_iru_aru_oku,10_book_excerpt-19,六畳一間ながら一戸建てのあの借家は最初から今度こそは期待のもてそうな話だったが、その時も三村だけが紹介者の知人に連れられて見に行ったのだった。,ながら,0,逆接・譲歩,0,逆接・譲歩,True,六畳一間,ながら,一戸建てのあの借家は最初から今度こそは期待のもてそうな話だったが、その時も三村だけが紹介者の知人に連れられて見に行ったのだった。
exclude_iru_aru_oku,370_fiction_sakurasakuanobashode,そう言いながら、大家さんは立ち上がる。,ながら,1,同時進行,1,同時進行,True,そう言い,ながら,、大家さんは立ち上がる。
exclude_iru_aru_oku,259_aozora_Hori-1969,が、そうしていつまでもうつけたように、かすかに揺れ動いて梢を見上げてと、いきなり私の眼の前に、蜘蛛が長く糸をひきながら落ちてきて、私をびっくりさせたりした。,ながら,1,同時進行,1,同時進行,True,が、そうしていつまでもうつけたように、かすかに揺れ動いている梢を見上げていると、いきなり私の眼の前に、蜘蛛が長く糸をひき,ながら,落ちてきて、私をびっくりさせたりした。
exclude_iru_aru_oku,366_whitepaper_H28_shinrinringyo2,松くい虫被害の拡大を防止するため、林野庁では都府県と連携しながら、公益的機能の高いマツ林等を対象として、薬剤散布や樹幹注入等の予防対策と被害木の伐倒くん蒸等の駆除対策を併せて実施して。,ながら,1,同時進行,1,同時進行,True,松くい虫被害の拡大を防止するため、林野庁では都府県と連携し,ながら,、公益的機能の高いマツ林等を対象として、薬剤散布や樹幹注入等の予防対策と被害木の伐倒くん蒸等の駆除対策を併せて実施している。
