"id","input_text","true_label","true_label_text","predicted_label","predicted_label_text"
"10_book_excerpt-19","六畳一間ながら一戸建てのあの借家は最初から今度こそは期待のもてそうな話だったが、その時も三村だけが紹介者の知人に連れられて見に行ったのだった。","0","逆接・譲歩","0","逆接・譲歩"
"370_fiction_sakurasakuanobashode","そう言いながら、大家さんは立ち上がる。","1","同時進行","1","同時進行"
"259_aozora_Hori-1969","が、そうしていつまでもうつけたように、かすかに揺れ動いている梢を見上げていると、いきなり私の眼の前に、蜘蛛が長く糸をひきながら落ちてきて、私をびっくりさせたりした。","1","同時進行","1","同時進行"
"366_whitepaper_H28_shinrinringyo2","松くい虫被害の拡大を防止するため、林野庁では都府県と連携しながら、公益的機能の高いマツ林等を対象として、薬剤散布や樹幹注入等の予防対策と被害木の伐倒くん蒸等の駆除対策を併せて実施している。","1","同時進行","1","同時進行"
"229_whitepaper_H28_shinrinringyo1","近年においては、プログラマーやデザイナーがチームを組み、特定のテーマに対してアイデアを出し合いながら集中的にアプリケーションやサービスを形成していき、その内容を競うイベントであるハッカソンについて、近年、林業の技術開発をテーマとして開催される機会もみられる（事例I－６）。","1","同時進行","1","同時進行"
"185_fiction_munashisanoshotai","携帯を手に考えながら、彼のベッドの上にぴったり寄り添って座っていた。","1","同時進行","1","同時進行"
"14_news_KAHOKU_34;K201404110A0T30XX00001","「避難所に愛犬を連れて行くか」などの災害時に想定される課題に対し、参加者は「ＹＥＳ」「ＮＯ」のカードで自らの考えを決めた後、意見を交わしながら、より良い解決方法を探った。","1","同時進行","1","同時進行"
"997_whitepaper_shohi4_2018","これに伴い、個人情報の保護と効果的な活用のバランスを図りながら、個人情報の適正な取扱いを確保するため、各主務大臣が行使していた監督権限を個人情報保護委員会が一元的に所掌することとなりました。","1","同時進行","1","同時進行"
"220_aozora_Oda-1976-3","人々は彼等の傍を通り抜けながら、ふと優越的な気持が同情に先立つらしく、さげすみの眼をちらと投げて行ったが、北山の眼はそんな旅行者が羨ましい眼付だった。","1","同時進行","1","同時進行"
"191_wikipedia_Audrey_Hepburn","歌唱部分が全く別の声質を持つ他の女優に吹き替えられたことについて質問されたヘプバーンは、不快感を露にして「よくもそんなことを訊けるものですね。確かにレックスは演技をしながら、同時に歌の録音もこなしていましたが･･････次の機会には」と応え、唇をかみ締めてそれ以上は何も口にすることはなかった。","0","逆接・譲歩","1","同時進行"
"49_aozora_Chiri-1955-7","最初にこのぼろの着物を身につけた東風の神が、舞いながら祭場に出て来ます。","1","同時進行","1","同時進行"
"854_aozora_Oda-1976-3","女の体は十六の歳から知っていながら、恋は一度もしなかった京吉にとって、ただ一人ひそかに陽子へ抱いているなつかしさは、もはや恋心といってもよかった。","0","逆接・譲歩","0","逆接・譲歩"
"508_aozora_Andersen-1967-2","まだ、お日さまののぼらないころ、人魚のお姫さまは、王子のお城を見あげながら、りっぱな大理石の階段の上にのぼりました。","1","同時進行","1","同時進行"
"44_whitepaper_R1_gaiko_10","日本は責任ある大国として、引き続き国際協力事業関係者の安全を確保しながら、国際社会の平和と安定及び繁栄に積極的に貢献していく。","1","同時進行","1","同時進行"
"17_news_KAHOKU_67;K201407100A0KI0XX00001","明け方、定宿の女将さんに起こされて雪景色を目にすると、土門は助手に背負われながら夢中でシャッターを切りました。","1","同時進行","1","同時進行"
"666_aozora_Miyazawa-1934","すると耕助はうらめしそうにしばらくだまって三郎の顔を見ながら、「うあい又三郎、汝などあ世界になくてもいいなあ。」","1","同時進行","1","同時進行"
"106_news_KAHOKU_85","小中高生は、体ができる基礎となる時期なので、補助食品なども活用しながら、バランスの取れた食事を心掛けてほしい」","1","同時進行","1","同時進行"
"789_whitepaper_R1_gaiko_9","年次総会に主賓として出席した河野外務大臣及び山下法務大臣は、AALCOが国際法の発展において貢献してきたことを振り返りながら、日本がAALCO設立以来積極的に関与してきたことを述べました。","1","同時進行","1","同時進行"
"528_aozora_Oda-1976-3","章三はその女の顔をじっと見つめながら、そう思った。","1","同時進行","1","同時進行"
"330_whitepaper_H28_shinrinringyo1","このような不安を払拭していくためには、実証試験で得られた結果等に基づいた知見を有する行政機関、国立研究開発法人森林総合研究所や都道府県の林業試験場等の研究機関、業界団体が連携しながら林業事業体等に対する普及指導に取り組んでいく必要がある。","1","同時進行","1","同時進行"
"25_whitepaper_H27_akita_kankyo1","新たな計画では、「省エネルギー対策」と「再生可能エネルギー等の導入」を２本柱としながら、「循環型社会の形成（廃棄物の抑制等）」や「環境価値の創出とカーボンオフセットの普及」など、８つの分野において総合的に対策を進めることとしています。","1","同時進行","0","逆接・譲歩"
"27_aozora_Chiri-1956-2","アイヌ語の研究などは、世に顧みられない淋しい道なのでありますが、同じくこのアイヌ語研究の部門に属しながら多くの研究家とファンを抱えて、いつも賑やかに店先の繁昌しているのが、この地名研究の部門であります。","0","逆接・譲歩","0","逆接・譲歩"
"82_whitepaper_H28_shinrinringyo1","その一方、主伐後の再造林の事業量が増加していく中、「伐採と造林の一貫作業システム」により効率化を図りながら年間を通じて再造林を実施していくためには、植栽適期を拡大していくための技術が必要となる。","1","同時進行","1","同時進行"
"46_fiction_automatic-1","背中を丸めながら、裏通りを当てもなく前方に進み続けた。","1","同時進行","1","同時進行"
"96_news_KAHOKU_34;K201404110A0T30XX00001","気が付くと、がれきに囲まれながらも息ができる状態でした。","0","逆接・譲歩","1","同時進行"
"693_fiction_sakurasakuanobashode","不意に開いた扉の方を向きながら発した言葉が思わず、裏返ってしまう修一。","1","同時進行","1","同時進行"
"85_aozora_Miyamoto-1925","私は困ったと思いながら、それなり祖母の埋骨式に旅立ったのであった。","0","逆接・譲歩","0","逆接・譲歩"
